name,division,location,notice_date,start_day,end_day,release_date,rink
한화 포레나 천안노태 1단지,민영,충청남도 천안시 서북구 성성동 440-11일원,2022-01-13,2022-01-24,2022-01-27,2022-02-07,https://hanwha.forena.co.kr/notae/
인천 신흥동 3가 숭의역 엘크루,민영,인천광역시 중구 신흥동3가 7-79 외 25필지,2022-03-30,2022-04-11,2022-04-14,2022-04-20,http://숭의역엘크루.com
남악 오룡지구 40BL 오룡 푸르지오 파르세나,민영,전라남도 무안군 일로읍 망월리 남악신도시 오룡택지지구 40BL,2021-12-28,2022-01-10,2022-01-12,2022-01-18,https://www.prugio.com/ht/2021/oryong/
남악 오룡지구 39BL 오룡 푸르지오 파르세나,민영,전라남도 무안군 일로읍 망월리 남악신도시 오룡택지지구 39BL,2021-12-28,2022-01-10,2022-01-12,2022-01-18,https://www.prugio.com/ht/2021/oryong/
신천역 한라비발디,민영,경기도 시흥시 신천동 83-6,2021-12-30,2022-01-10,2022-01-13,2022-01-19,http://halla-shincheon.co.kr/
포항 펜타시티 동화아이위시,민영,경상북도 포항시 북구 흥해읍 포항융합기술산업지구 A5,2021-12-29,2022-01-10,2022-01-12,2022-01-18,http://pentacity-iwish.com/
쌍용 더 플래티넘 오시리아,민영,부산광역시 기장군 기장읍 연화리 294번지 일원,2021-12-31,2022-01-10,2022-01-12,2022-01-18,http://www.쌍용더플래티넘오시리아.kr
평촌자이아이파크,민영,경기도 안양시 동안구 비산동 515-2번지 일원,2021-12-30,2022-01-10,2022-01-13,2022-01-19,https://xi.co.kr/pyeongchon
엘리프세종,민영,세종특별자치시 조치원읍 봉산리379,2021-12-24,2022-01-03,2022-01-05,2022-01-11,http://엘리프세종.com
신경주 반도유보라 아이비파크 B5블럭,민영,경상북도 경주시 건천읍 신경주역세권 지역개발사업지구 B5블럭,2021-12-17,2021-12-27,2021-12-29,2022-01-04,http://gj-ubora.co.kr/
신경주 반도유보라 아이비파크 B4블럭,민영,경상북도 경주시 건천읍 신경주역세권 지역개발사업지구 B4블럭,2021-12-17,2021-12-27,2021-12-29,2022-01-04,http://gj-ubora.co.kr/
광주탄벌 서희스타힐스2단지,민영,경기도 광주시 탄벌동 532번지 일원,2021-12-31,2022-01-10,2022-01-13,2022-01-19,http://광주탄벌서희스타힐스.com
진천 금호어울림 센트럴파크,민영,충청북도 진천군 이월면 송림리 451-1 일원,2021-12-30,2022-01-10,2022-01-12,2022-01-18,http://www.jincheonkhapt.com
광주탄벌 서희스타힐스1단지,민영,경기도 광주시 탄벌동 509번지 일원,2021-12-31,2022-01-10,2022-01-13,2022-01-19,http://광주탄벌서희스타힐스.com
호반써밋 포레센트 천안 삼룡1지구,민영,충청남도 천안시 동남구 삼룡동 218-33,2022-01-13,2022-01-24,2022-01-27,2022-02-09,http://hobansummit-chsy.co.kr/
포항자이 애서턴,민영,경상북도 포항시 북구 학잠동 93-4번지 일원,2021-12-29,2022-01-10,2022-01-12,2022-01-19,https://xi.co.kr/pohang
안성 우방아이유쉘 에스티지,민영,경기도 안성시 공도읍 양기리 302-2번지 일원,2021-12-24,2022-01-03,2022-01-06,2022-01-12,http://안성우방아이유쉘에스티지.com
라펜트 힐,민영,광주광역시 광산구 임방울대로 816(월계동),2021-12-13,2021-12-23,2021-12-28,2022-01-03,http://www.lapenthill.com
계양 동도센트리움 골든베이,민영,인천광역시 계양구 효성동 152-1번지 일원,2021-12-23,2022-01-03,2022-01-06,2022-01-13,http://계양동도센트리움.com
남원 월락 유탑 유블레스 킹덤,민영,전라북도 남원시 월미안길 6(월락동),2021-12-24,2022-01-03,2022-01-05,2022-01-11,http://www.남원유탑유블레스.com/
캐슬휘닉스 더 퍼스트,민영,제주특별자치도 서귀포시 동홍동 540-1번지외 6필지,2021-12-30,2022-01-10,2022-01-11,2022-01-17,
펜타힐즈 푸르지오 2차,민영,경상북도 경산시 중산동 686번지(중산제1지구 C4-1BL),2021-12-17,2021-12-27,2021-12-30,2022-01-06,http://www.prugio.com/ht/2021/pentahills2
효성해링턴 플레이스 안성 공도,민영,경기도 안성시 공도읍 승두리 582-6외 ,2021-12-17,2021-12-27,2021-12-30,2022-01-06,http://www.효성해링턴플레이스안성공도.com
창원 두산위브 더센트럴,민영,창원시 마산회원구 합성2동 262-1번지 일원,2021-12-13,2021-12-23,2021-12-27,2021-12-31,http://창원두산위브더센트럴.com
나주 한국아델리움 더하이츠,민영,전라남도 나주시 이창동 714번지 일원,2022-03-31,2022-04-04,2022-04-06,2022-04-12,
안양 어반포레 자연앤 e편한세상(민영),민영,경기도 안양시 만안구 안양동 618번지 일원(안양 냉천지구 주거환경개선사업),2022-01-14,2022-01-25,2022-01-27,2022-02-07,https://www.elife.co.kr/
안양 어반포레 자연앤 e편한세상(국민),국민,경기도 안양시 만안구 안양동 618번지 일원(안양 냉천지구 주거환경개선사업),2022-01-14,2022-01-24,2022-01-27,2022-02-07,https://www.elife.co.kr/
오산 세교2지구 A1블록 호반써밋 그랜빌 Ⅱ,민영,경기도 오산시 궐동 세교2지구 A1블록,2022-01-07,2022-01-17,2022-01-19,2022-01-25,http://www.hobansummit-sg2.co.kr
음성 푸르지오 더 퍼스트,민영,충청북도 음성군 대소면 성본산업단지 B3블록,2021-12-23,2022-01-03,2022-01-06,2022-01-12,https://www.prugio.com/hc/2021/eumseong/main/
영대병원역 골드클래스 센트럴,민영,대구광역시 남구 대명동 157-3,2021-12-31,2022-01-10,2022-01-13,2022-01-20,http://dm.goldclass.co.kr/
달서 롯데캐슬 센트럴스카이,민영,대구광역시 달서구 구마로14길 13(본동),2021-12-23,2022-01-04,2022-01-07,2022-01-13,https://www.lottecastle.co.kr/APT/AT00374/main/index.do
용문역 리체스트,민영,대전광역시 서구 용문동 589-14외 2필지,2021-12-17,2021-12-27,2021-12-30,2022-01-07,http://www.리체스트.com
제주 이도일동 벨라시티 프리미어,민영,제주특별자치도 제주시 이도일동 1533-1번지 일원,2021-12-16,2021-12-27,2021-12-28,2022-01-03,http://www.bellacitypremier.kr
익산자이 그랜드파크,민영,전라북도 익산시 마동 산41번지 일원,2021-12-17,2021-12-27,2021-12-29,2022-01-04,https://www.xi.co.kr/iksan
힐스테이트 평택 더퍼스트,민영,경기도 평택시 서정동 780번지 일원,2021-12-17,2021-12-27,2021-12-30,2022-01-05,http://www.hillstate.co.kr/s/#pyeongtaek_thefirst
강릉역 경남아너스빌 더 센트로,민영,강원도 강릉시 교동 61-2번지 외 46필지,2021-12-17,2021-12-27,2021-12-29,2022-01-06,http://thecentrohonorsville.co.kr
중우아팰리스 더힐,민영,전라남도 순천시 해룡면 복성리 산 86-5번지 외 18필지,2021-12-17,2021-12-27,2021-12-30,2022-01-07,http://www.아팰리스더힐.com
김천 푸르지오 더 퍼스트,민영,경상북도 김천시 부곡동 482-1번지 일원,2021-12-10,2021-12-20,2021-12-22,2021-12-28,https://www.prugio.com/hc/2021/gimcheon
음성 동문 디 이스트,민영,충청북도 음성군 대소면 성본리 성본산업단지 B5블록,2021-12-23,2022-01-03,2022-01-06,2022-01-13,http://es-dmtheest.co.kr/
구미 인동 하늘채 디어반,민영,경상북도 구미시 인의동 550번지 외 18필지,2021-12-17,2021-12-27,2021-12-29,2022-01-05,http://www.hanulche-theurban.com/
오산 라온프라이빗 스위트,민영,경기도 오산시 고현동 16번지 일원,2021-12-24,2022-01-03,2022-01-06,2022-01-12,http://osan-raon.co.kr/
부천 원종 아이원시티,민영,경기도 부천시 소사로748번길 57-14(원종동),2022-03-07,2022-03-17,2022-03-22,2022-03-28,http://ionecity.kr/
울산 뉴시티 에일린의 뜰 2차,민영,울산광역시 울주군 청량읍 덕하지구 B-2BL,2021-12-09,2021-12-20,2021-12-22,2021-12-29,http://newcity-eileen2.co.kr/
북서울자이 폴라리스,민영,서울특별시 강북구 삼양로64길 8(미아동),2022-01-11,2022-01-21,2022-01-26,2022-02-04,https://xi.co.kr/mi3
동대구역 센텀 화성파크드림,민영,대구광역시 동구 신암동 139-69번지 일원,2021-12-10,2021-12-20,2021-12-23,2021-12-29,http://www.ddgcentum-parkdream.com
해링턴 플레이스 감삼Ⅲ(3차),민영,대구광역시 달서구 감삼동 505-1번지,2021-12-03,2021-12-13,2021-12-16,2021-12-22,http://harrington-0566.com
화성 송산 동원로얄듀크 파크,민영,경기도 화성시 송산동 202-66외 22필지,2021-12-03,2021-12-13,2021-12-16,2021-12-22,https://www.dongwonapt.co.kr/songsan
홍천극동스타클래스,민영,강원도 홍천군 홍천읍 갈마곡리 23-24,2021-12-17,2021-12-27,2021-12-29,2022-01-05,http://홍천극동스타클래스.com
나주역자이 리버파크,민영,전라남도 나주시 송월동 135-3,2021-12-24,2022-01-03,2022-01-05,2022-01-11,https://xi.co.kr/naju
동탄2신도시 A62블록 호반써밋 동탄,민영,경기도 화성시 동탄2신도시 택지개발지구 A62블록,2021-12-03,2021-12-13,2021-12-15,2021-12-21,http://hobansummit-dt.co.kr/
사하 삼정그린코아 더시티,민영,부산광역시 사하구 하단동 510-27번지,2021-12-02,2021-12-13,2021-12-16,2021-12-22,http://www.사하삼정그린코아더시티.com
e편한세상 검단 어반센트로,국민,인천광역시 서구 당하동 223-1번지,2021-12-17,2021-12-27,2021-12-29,2022-01-04,http://www.elife.co.kr
인천 청라국제도시 A-3블록 호반베르디움,민영,"인천광역시 서구 청라사파이어로 260(청라동), 인천청라국제도시 A-3블록",2021-12-17,2021-12-27,2021-12-29,2022-01-05,http://www.cn6-hoban.co.kr/
제일풍경채 검단Ⅰ,민영,인천광역시 서구 불로동 115,2021-12-16,2021-12-28,2021-12-30,2022-01-07,http://jeil-gd1.co.kr
익산 더반포레,국민,전라북도 익산시 춘포면 궁성로 120,2021-11-29,2021-12-09,2021-12-13,2021-12-20,
부평역 해링턴 플레이스,민영,인천광역시 부평구 부평동 665번지 일원,2021-11-29,2021-12-09,2021-12-14,2021-12-20,http://www.b-h.kr
힐스테이트 소사역,민영,경기도 부천시 소사본동 65-2,2021-12-02,2021-12-13,2021-12-16,2021-12-22,http://hillstate-sosa.co.kr/apt/
인천 영종하늘도시 A25BL 대성베르힐,민영,인천광역시 중구 운남동 1709-1(영종하늘도시 A25블록),2021-11-26,2021-12-06,2021-12-08,2021-12-15,http://www.yjd-verthill.com
천안 성성 비스타동원,민영,충청남도 천안시 서북구 성성4길 53(성성동),2021-12-22,2022-01-03,2022-01-06,2022-01-12,http://www.dongwonapt.co.kr/seongseong/
아이비스 127,민영,제주특별자치도 제주시 한경면 연명로 147,2021-11-29,2021-12-09,2021-12-10,2021-12-20,http://www.jejuivies127.co.kr/
인천 청라국제도시 A-4블록 인천청라 시티프라디움,민영,인천광역시 서구 청라한내로 131(청라동),2021-12-17,2021-12-27,2021-12-29,2022-01-04,http://인천청라시티프라디움.com
공주 유구 줌파크,민영,충청남도 공주시 유구읍 석남리 270-1번지 일원,2021-11-29,2021-12-09,2021-12-13,2021-12-17,http://www.gongjuyg-zoompark.com/
해링턴플레이스 안암,민영,서울특별시 성북구 안암동 132-17 일원,2021-11-25,2021-12-08,2021-12-13,2021-12-20,http://harrington-anam.com/
포항 한신더휴 펜타시티 A4 블럭,민영,경상북도 포항시 북구 흥해읍 대련리 포항융합기술산업지구 펜타시티 A4BL,2021-11-23,2021-12-08,2021-12-10,2021-12-17,http://ph-thehue.com
포항 한신더휴 펜타시티 A2 블럭,민영,경상북도 포항시 북구 흥해읍 대련리 포항융합기술산업지구 펜타시티 A2BL,2021-11-23,2021-12-08,2021-12-10,2021-12-17,http://ph-thehue.com
당진 푸르지오 클라테르,민영,충청남도 당진시 송악읍 기지시리 512번지,2021-11-26,2021-12-06,2021-12-08,2021-12-15,https://www.prugio.com/hc/2021/dangjin
남포항 태왕아너스,민영,경상북도 포항시 남구 오천읍 문덕리 1188-241,2021-12-03,2021-12-13,2021-12-15,2021-12-23,http://phhonors.com
사천 삼정그린코아 포레스트,민영,경상남도 사천시 사남면 유천리 108,2021-11-26,2021-12-08,2021-12-10,2021-12-17,http://www.sacheon-greencore.com
그랜드센트럴 장성,민영,전라남도 장성군 장성읍 영천리 1016번지외 1필지,2021-11-26,2021-12-08,2021-12-10,2021-12-20,
더샵 송도아크베이(B3BL),민영,인천광역시 연수구 송도동 30-5,2021-12-24,2022-01-04,2022-01-06,2022-01-14,https://www.더샵송도아크베이.com
힐스테이트 초월역 2BL,민영,경기도 광주시 초월읍 쌍동리 71-1일원,2021-12-17,2021-12-27,2021-12-29,2022-01-05,http://hillstate-hec.co.kr/chowol
힐스테이트 초월역 1BL,민영,경기도 광주시 초월읍 쌍동리 146-5일원,2021-12-17,2021-12-27,2021-12-29,2022-01-05,http://hillstate-hec.co.kr/chowol
두류 중흥S-클래스 센텀포레,민영,대구광역시 달서구 두류동 819번지 일원,2021-12-03,2021-12-13,2021-12-16,2021-12-22,http://www.dr-sclass.com/
미륵산 더 테라스 오투그란데 2차,민영,전라북도 익산시 금마면 동고도리 419-5번지,2021-12-09,2021-12-20,2021-12-22,2021-12-28,http://www.미륵산더테라스2차.kr
순천 오네뜨센트럴,민영,전라남도 순천시 덕연로 71(조례동),2022-01-14,2022-01-24,2022-01-27,2022-02-07,http://www.sc-honnete.com
봉선 유탑메트로시티,민영,광주광역시 남구 봉선로25번길 5(봉선동),2021-12-06,2021-12-16,2021-12-21,2021-12-27,http://www.bongseon-utop.com
e편한세상 신곡 파크프라임,민영,경기도 의정부시 신곡동 산 65-3번지 일대,2021-12-17,2021-12-27,2021-12-30,2022-01-06,http://www.elife.co.kr
동대구 푸르지오 브리센트,민영,대구광역시 동구 효목동 430-4,2021-12-03,2021-12-13,2021-12-16,2021-12-23,https://www.asiatrust.co.kr/
대전 씨엘리오 스위첸,민영,대전광역시 서구 용문동 593-11번지 외 6필지,2021-11-15,2021-11-29,2021-12-02,2021-12-08,http://djcielio-switzen.com/
전주만성에코르2단지 10년공공임대주택,국민,전라북도 전주시 덕진구 만성동 1371-1 (전주 만성지구 도시개발사업 A-2블록),2021-11-30,2021-12-13,2021-12-16,2021-12-22,http://www.jbdc.co.kr
창원 감계 데시앙,민영,경상남도 창원시 의창구 북면 감계리 290,2021-11-26,2021-12-08,2021-12-10,2021-12-20,http://창원감계데시앙.com
익산 제일풍경채 센트럴파크,민영,전라북도 익산시 마동 88 외 145필지,2021-11-23,2021-12-03,2021-12-07,2021-12-13,https://www.is-jeil.co.kr/
더샵 남양산센텀포레,민영,경남 양산시 동면 석산리 615번지 일원,2021-12-10,2021-12-20,2021-12-22,2021-12-28,http://www.더샵남양산센텀포레.com
골든렉시움,민영,충청북도 영동군 영동읍 영산로2길 9,2021-11-12,2021-11-23,2021-11-25,2021-12-02,https://junjingroup.co.kr
쌍용 더 플래티넘 광주,민영,경기도 광주시 초월읍 대쌍령리 산7-2번지 일원,2021-11-23,2021-12-07,2021-12-09,2021-12-15,http://쌍용더플래티넘광주.com
아산탕정지구2-A3블록 탕정역 예미지,민영,충청남도 아산시 탕정면 매곡리 331-3,2021-11-26,2021-12-06,2021-12-08,2021-12-14,http://tj-yemizi.com/
안성 공도 스타허브 서희스타힐스,민영,경기도 안성시 공도읍 승두리 589-11번지 일원,2021-11-26,2021-12-06,2021-12-09,2021-12-15,https://www.gongdo-starhills.co.kr
힐스테이트 대연 센트럴,민영,부산광역시 남구 진남로 95-11,2021-11-12,2021-11-22,2021-11-25,2021-12-01,https://www.hillstate-hec.co.kr/daeyeon-central
구미 푸르지오 엘리포레시티2블록,민영,경상북도 구미시 거의동 거의1지구 공2블럭,2021-11-26,2021-12-07,2021-12-09,2021-12-15,https://www.prugio.com/hc/2021/gumicity/main/
구미 푸르지오 엘리포레시티1블록,민영,경상북도 구미시 거의동 거의1지구 공1블럭,2021-11-26,2021-12-07,2021-12-09,2021-12-16,https://www.prugio.com/hc/2021/gumicity/main/
명지국제신도시 A2블록 금강펜테리움 센트럴파크3 (임대),국민,"부산광역시 강서구 명지국제5로 110(명지동, 금강펜테리움 센트럴파크 3차)",2021-11-15,2021-11-25,2021-11-29,2021-12-03,https://blog.naver.com/kkvista
내포신도시 반도유보라 마크에디션,민영,충청남도 홍성군 홍북읍 신경리 1178(내포신도시 반도유보라 RC-2BL),2021-11-26,2021-12-07,2021-12-10,2021-12-17,http://www.np-ubora.com/
구례 트루엘 센텀포레,민영,전라남도 구례군 구례읍 백련리 46-6,2021-11-26,2021-12-06,2021-12-08,2021-12-14,http://truel-centumfore.kr
힐스테이트 오룡 45블록,민영,전라남도 무안군 오룡지구 45블록,2021-11-12,2021-11-23,2021-11-25,2021-12-01,http://hillstate-hec.co.kr/oryong
힐스테이트 오룡 42블록,민영,전라남도 무안군 오룡지구 42블록,2021-11-12,2021-11-23,2021-11-25,2021-12-01,http://hillstate-hec.co.kr/oryong
사천 엘크루 센텀포레,민영,경상남도 사천시 정동면 예수리 817-7,2021-12-03,2021-12-13,2021-12-15,2021-12-21,http://www.sacheon-elcru.com
